"","GAIN","AMPLI","LOSS","LOH"
"1p",5.45,0,31.23,2.35
"2p",0.69,0,3.66,4.12
"3p",0,0,0.37,3.05
"4p",8.65,0,0,0
"5p",1.09,0,0,0
"6p",0,0,4.57,0
"7p",0,0,0,4.97
"8p",0.73,0,2.2,6.29
"9p",0,0,25.08,0
"10p",51.03,0,4.17,0
"11p",3.26,0,0.89,7.86
"12p",98.86,0,0,0
"16p",95.07,0,0,11.54
"17p",0,0,31.34,0
"18p",14.91,0,21.31,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",8.94,0,0,4.77
"1q",0,0,0,3.17
"2q",0.49,0,2.45,1.88
"3q",0,0,1.92,0
"4q",0,0,0,0
"5q",0,0,3.03,2.85
"6q",1.02,0,12.81,0
"7q",7.13,0,4.06,3.62
"8q",16.93,0,0,0
"9q",2.08,0,0.68,3.64
"10q",0.79,0,8.56,2.85
"11q",0.54,0,0.43,3.85
"12q",86.17,0,0,0
"13q",0,0,9.97,2.92
"14q",0.55,0,2.16,0
"15q",0,0,3.54,5.26
"16q",0,0,0,0
"17q",0.55,0,0,9.98
"18q",0,0,4.32,0
"19q",0,0,25.24,0
"20q",17.82,0,12.24,0
"21q",1.03,0,0,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",41.25,0,0,3.84
