"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,3.12
"2p",0,0,0,4.13
"3p",0,0,0,0
"4p",11.03,0,0,0
"5p",0.89,0,0,0
"6p",0,0,4.79,8.82
"7p",0,0,0,0
"8p",0,0,0,0
"9p",0,0,29.93,0
"10p",0,0,4.13,0
"11p",2.46,0,0.74,5.3
"12p",1.27,0,0,0
"16p",74.82,0,0,9.51
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",4.59,0,0,0
"1q",0,0,11.71,0
"2q",0,0,0,2.61
"3q",0,0,0,0
"4q",0,0,0,0
"5q",0,0,3.2,3.37
"6q",0.47,0,7.37,4.98
"7q",0,0,0,0
"8q",17.64,0,0,2.67
"9q",6.65,0,0,0
"10q",0,0,0,6.59
"11q",0,0,0.71,0
"12q",0.62,0,0.39,0
"13q",0,0,0.75,0
"14q",0,0,2,0
"15q",0.57,0,2.4,0
"16q",0,0,0.94,0
"17q",0,0,0.63,5.42
"18q",0,0,0,0
"19q",0,0,0,0
"20q",3.99,0,0,0
"21q",1.63,0,0.92,0
"22q",1.77,0,7.44,0
"Yq",0,0,0,0
"Xq",2.59,0,0,10.06
