"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0.3,0
"2p",0,0,0,0
"3p",1.93,0,0,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0,0
"7p",0,0,0,0
"8p",2.95,0,83.84,0
"9p",0,0,0,0
"10p",0,0,0,0
"11p",0,0,0.66,5.08
"12p",0,0,0,0
"16p",0,0,0,8.35
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,0,0
"2q",0,0,0.24,0
"3q",0,0,0,2.56
"4q",0,0,17.77,0
"5q",0.45,0,0,2.56
"6q",0.28,0,0,0
"7q",0.36,0,0,0
"8q",0,0,1.01,0
"9q",0,0,0,0
"10q",0.38,0,0.33,0
"11q",0,0,0.41,0
"12q",0,0,0.37,0
"13q",0.68,0,0,0
"14q",0,0,0,0
"15q",0.46,0,0.55,0
"16q",0,0,0,0
"17q",0,0,0,4.76
"18q",0,0,0,0
"19q",0.97,0,0,10.13
"20q",1.18,0,0,0
"21q",0,0,0,0
"22q",0,0,1.95,0
"Yq",0,0,0,0
"Xq",0,0,0,0
