"","GAIN","AMPLI","LOSS","LOH"
"1p",58.99,0,21.28,21.76
"2p",0.5,0,0,0
"3p",48.09,0,0.03,11.75
"4p",0,0,77.98,16.42
"5p",99.07,0,0.16,0
"6p",97.61,0,0,0
"7p",99.96,0,0,0
"8p",0,0,78.34,0
"9p",1.45,0,0,35.38
"10p",0,0,0,12.04
"11p",84.61,0,12.6,0
"12p",97.11,0,0,0
"16p",96.07,0,1.25,0
"17p",0,0,0.47,0
"18p",0,0,100,0
"19p",86.87,0,0,0
"20p",70.96,0,1.65,0
"21p",85.12,0,0,0
"Yp",0,0,99.93,0
"Xp",99.98,0,0,0
"1q",91.43,0,0,0
"2q",17.28,0,12.44,8.57
"3q",49.37,0,0,0
"4q",0.21,0,35.17,5.76
"5q",0,0,100,0
"6q",94.99,0,0.15,2.66
"7q",62.6,0,0,0
"8q",99.8,0,0,3.43
"9q",0,0,0,37.44
"10q",6.84,0,0.45,34.82
"11q",99.97,0,0,0
"12q",99.18,0,0,2.98
"13q",99.8,0,0,0
"14q",64.7,0,31.42,0
"15q",92.18,0,0.85,96.65
"16q",97.85,0,0,0
"17q",31.77,0,0,10.72
"18q",0,0,97.55,0
"19q",63.2,0,0,0
"20q",99.7,0,0,0
"21q",78.32,0,0,0
"22q",51.82,0,45.51,47.04
"Yq",0,0,100,0
"Xq",99.93,0,0,0
