"","GAIN","AMPLI","LOSS","LOH"
"1p",58.82,0,20.11,3.03
"2p",98.83,0,0,0
"3p",27.61,0,0.7,2.98
"4p",1.49,0,0,0
"5p",1.04,0,0.34,0
"6p",1.42,0,12.52,0
"7p",0,0,0.55,0
"8p",0.09,0,2.31,0
"9p",0,0,100,0
"10p",21.01,0,70.32,0
"11p",0.78,0,0,0
"12p",24.58,0,0,0
"16p",4.11,0,4.21,24.95
"17p",0,0,0.83,0
"18p",3.39,0,0,0
"19p",0,0,1.86,0
"20p",0,0,100,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",1.15,0,19.16,9.25
"1q",1.19,0,46.86,2.67
"2q",0.75,0,28.1,0
"3q",46.56,0,0.31,0
"4q",0.27,0,2.14,2.65
"5q",0.39,0,0.49,0
"6q",1.65,0,23.55,0
"7q",0,0,23.19,0
"8q",44.48,0,0.27,0
"9q",0,0,99.94,0
"10q",1.17,0,1.16,0
"11q",0.89,0,0.53,0
"12q",79,0,0,0
"13q",16.71,0,0,82.59
"14q",44.52,0,1.82,0
"15q",0.38,0,0.43,0
"16q",0,0,8.85,0
"17q",64.02,0,0.14,12.85
"18q",0,0,91.62,0
"19q",0.35,0,0.3,0
"20q",1.11,0,1.78,0
"21q",1.97,0,0,0
"22q",4.39,0,0.17,7.46
"Yq",0,0,0,0
"Xq",9.33,0,3.15,7.92
