"","GAIN","AMPLI","LOSS","LOH"
"1p",94.62,0,4.84,5.44
"2p",67.04,0,0,2.85
"3p",0.87,0,0,100
"4p",0,0,100,0
"5p",99.94,0,0,0
"6p",99.93,0,0,0
"7p",100,0,0,0
"8p",84.5,0,14.99,15.61
"9p",99.92,0,0,0
"10p",66.69,0,0,0
"11p",6.19,0,0,0
"12p",0,0,0,99.63
"16p",1.04,0,1.16,42.75
"17p",100,0,0,86.14
"18p",96.76,0,0,0
"19p",98.68,0,0,0
"20p",99.58,0,0,0
"21p",0,0,0,0
"Yp",0,0,99.93,0
"Xp",95.73,0,0,0
"1q",99.33,0,0,0
"2q",0,0,58.5,13.81
"3q",99.62,0,0,0
"4q",0,0,99.89,0
"5q",99.78,0,0,0
"6q",99.69,0,0,0
"7q",42,0,0,12.63
"8q",90.75,0,9.16,11.24
"9q",40.26,0,0,6.15
"10q",0,0,0,12.42
"11q",49.06,0,0,0
"12q",28.74,0,0.14,99.97
"13q",58.05,0,0,41.84
"14q",98.18,0,0,0
"15q",43.37,0,47.62,9.34
"16q",0,0,91.41,0
"17q",100,0,0,4.75
"18q",99.44,0,0,0
"19q",99.71,0,0,0
"20q",98.8,0,0,0
"21q",25.13,0,0,83.1
"22q",68.3,0,0,7.78
"Yq",0,0,100,0
"Xq",99.95,0,0,0
