"","GAIN","AMPLI","LOSS","LOH"
"1p",99.99,0,0,0
"2p",100,0,0,0
"3p",99.3,0,0,0
"4p",100,0,0,0
"5p",99.78,0,0,0
"6p",14.41,0,0,0
"7p",100,0,0,0
"8p",0.55,0,0,0
"9p",100,0,0,0
"10p",100,0,0,0
"11p",99.9,0,0,0
"12p",99.64,0,0,0
"16p",1.6,0,0,0
"17p",14.19,0,0,86.88
"18p",1.56,0,0,99.9
"19p",99.93,0,0,0
"20p",0,0,0,97.58
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",99.91,0,0,0
"1q",100,0,0,0
"2q",100,0,0,0
"3q",99.28,0,0,0
"4q",99.68,0,0,0
"5q",99.63,0,0,2.4
"6q",17.68,0,0,0
"7q",93.82,0,0,0
"8q",99.93,0,0,0
"9q",99.94,0,0,0
"10q",99.95,0,0,0
"11q",99.91,0,0,0
"12q",99.62,0,0,0
"13q",0,0,0,0
"14q",98.83,0,0,0
"15q",99.77,0,0,96.65
"16q",0.58,0,0,0
"17q",99.19,0,0,0
"18q",0,0,0,99.99
"19q",99.96,0,0,0
"20q",0,0,0,0
"21q",99.49,0,0,0
"22q",97.72,0,0.12,0
"Yq",0,0,0,0
"Xq",99.93,0,0,0
