"","GAIN","AMPLI","LOSS","LOH"
"1p",59.77,0,8.72,2.79
"2p",96.92,0,0,0
"3p",32.58,0,1.65,100
"4p",100,0,0,0
"5p",99.94,0,0,10.35
"6p",0,0,100,0
"7p",100,0,0,0
"8p",0,0,71.83,0
"9p",100,0,0,5.71
"10p",100,0,0,0
"11p",25.52,0,74.45,0
"12p",99.7,0,0,0
"16p",92.42,0,7.57,11.71
"17p",97.24,0,0,15.15
"18p",0,0,100,0
"19p",98.17,0,0,11.77
"20p",100,0,0,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",99.91,0,0,4.86
"1q",100,0,0,10.1
"2q",100,0,0,2.88
"3q",12.7,0,8.8,100
"4q",99.92,0,0,0
"5q",100,0,0,0
"6q",0,0,100,0
"7q",100,0,0,4.48
"8q",38.95,0,0,0
"9q",99.98,0,0,0
"10q",100,0,0,0
"11q",4.01,0,76.03,0
"12q",100,0,0,4.97
"13q",100,0,0,0
"14q",0.87,0,53.51,0
"15q",58.3,0,41.47,0
"16q",12.82,0,51.04,0
"17q",99.14,0,0,0
"18q",0,0,99.99,0
"19q",99.06,0,0,0
"20q",57.8,0,0,0
"21q",0,0,100,0
"22q",0,0,19.29,7.39
"Yq",0,0,0,0
"Xq",68.34,0,0,11.44
