Use In Export	File	CN State	Type	Chromosome	Cytoband Start	Size (kbp)	Marker Count	Gene Count	Genes	OMIM ® Genes Count	OMIM ® Genes	CytoRegions	Call	Interpretation	Curation By	Materially Modified Segment	Microarray Nomenclature	Full Location
true	H16_3213.OSCHP	19.0	Gain	3	p11.1	1664.001	153	1	EPHA3	1	EPHA3 (179611)	Cytoregions Not Set				false	arr[hg19] 3p11.1(88,239,030-89,903,031)x19	chr3:88239030-89903031
true	H16_3213.OSCHP	18.0	Gain	12	q15	288.925	69	2	MDM2, CPM	2	MDM2 (164785), CPM (114860)	Cytoregions Not Set				false	arr[hg19] 12q15(69,220,635-69,509,560)x18	chr12:69220635-69509560
true	H16_3213.OSCHP	17.0	Gain	12	q15	154.631	63	5	LOC100507250, NUP107, SLC35E3, LOC100130075, MDM2	2	NUP107 (607617), MDM2 (164785)	Cytoregions Not Set				false	arr[hg19] 12q15(69,064,977-69,219,608)x17	chr12:69064977-69219608
true	H16_3213.OSCHP	3.0	Gain	4	q34.3	683.603	46	2	MGC45800, MIR1305	0		Cytoregions Not Set				false	arr[hg19] 4q34.3q35.1(182,539,916-183,223,519)x3	chr4:182539916-183223519
true	H16_3213.OSCHP	3.0	Gain	4	q35.2	427.684	29	3	ZFP42, TRIML2, TRIML1	1	ZFP42 (614572)	Cytoregions Not Set				false	arr[hg19] 4q35.2(188,801,532-189,229,216)x3	chr4:188801532-189229216
true	H16_3213.OSCHP	3.0	Gain	7	q36.2	213.07	19	4	PAXIP1, LOC202781, LOC100128264, HTR5A	2	PAXIP1 (608254), HTR5A (601305)	Cytoregions Not Set				false	arr[hg19] 7q36.2(154,789,677-155,002,747)x3	chr7:154789677-155002747
true	H16_3213.OSCHP	3.0	Gain	14	q32.33	196.634	35	1	ELK2AP	0		Cytoregions Not Set				false	arr[hg19] 14q32.33(106,008,315-106,204,949)x3	chr14:106008315-106204949
true	H16_3213.OSCHP	3.0	Gain	16	p13.3	15071.58	1296	279	POLR3K, SNRNP25, RHBDF1, MPG, NPRL3, HBZ, HBM, HBA2, HBA1, HBQ1, LUC7L, ITFG3, RGS11, ARHGDIG, PDIA2, AXIN1, MRPL28, TMEM8A, LOC100134368, NME4, DECR2, RAB11FIP3, LINC00235, SOLH, MIR5587, MIR3176, C16orf11, NHLRC4, PIGQ, RAB40C, WFIKKN1, C16orf13, FAM195A, WDR90, RHOT2, RHBDL1, STUB1, JMJD8, WDR24, FBXL16, METRN, FAM173A, CCDC78, HAGHL, NARFL, MSLN, MIR662, RPUSD1, CHTF18, GNG13, PRR25, LMF1, SOX8, SSTR5-AS1, SSTR5, C1QTNF8, CACNA1H, TPSG1, TPSB2, TPSAB1, TPSD1, UBE2I, BAIAP3, TSR3, GNPTG, UNKL, C16orf91, CCDC154, CLCN7, PTX4, TELO2, IFT140, TMEM204, CRAMP1L, HN1L, MAPK8IP3, MIR3177, NME3, MRPS34, EME2, SPSB3, NUBP2, IGFALS, HAGH, FAHD1, MEIOB, LINC00254, HS3ST6, MSRB1, RPL3L, NDUFB10, RPS2, SNORA10, SNORA64, SNHG9, SNORA78, RNF151, TBL3, NOXO1, GFER, SYNGR3, ZNF598, NPW, SLC9A3R2, NTHL1, TSC2, PKD1, MIR1225, MIR4516, MIR3180-5, RAB26, SNORD60, TRAF7, CASKIN1, MLST8, BRICD5, PGP, E4F1, DNASE1L2, ECI1, RNPS1, MIR3677, MIR940, MIR4717, ABCA3, ABCA17P, CCNF, C16orf59, NTN3, TBC1D24, ATP6V0C, AMDHD2, CEMP1, MIR3178, PDPK1, LOC652276, FLJ42627, ERVK13-1, KCTD5, PRSS27, SRRM2-AS1, SRRM2, TCEB2, PRSS33, PRSS41, PRSS21, ZG16B, PRSS30P, PRSS22, FLYWCH2, FLYWCH1, KREMEN2, PAQR4, PKMYT1, LINC00514, CLDN9, CLDN6, TNFRSF12A, HCFC1R1, THOC6, CCDC64B, LOC100128770, MMP25, IL32, ZSCAN10, ZNF205-AS1, ZNF205, ZNF213, OR1F1, OR1F2P, ZNF200, MEFV, LINC00921, ZNF263, TIGD7, ZNF75A, OR2C1, MTRNR2L4, ZSCAN32, ZNF174, ZNF597, NAA60, C16orf90, CLUAP1, NLRC3, SLX4, DNASE1, TRAP1, CREBBP, ADCY9, SRL, LOC100507501, TFAP4, GLIS2, PAM16, CORO7-PAM16, CORO7, VASN, DNAJA3, NMRAL1, HMOX2, CDIP1, C16orf96, UBALD1, MGRN1, NUDT16L1, ANKS3, C16orf71, ZNF500, SEPT12, LOC440335, ROGDI, GLYR1, UBN1, PPL, SEC14L5, NAGPA, NAGPA-AS1, C16orf89, ALG1, FAM86A, RBFOX1, TMEM114, METTL22, ABAT, TMEM186, PMM2, CARHSP1, USP7, C16orf72, MIR548X, GRIN2A, ATF7IP2, EMP2, TEKT5, NUBP1, TVP23A, CIITA, DEXI, CLEC16A, SOCS1, TNP2, PRM3, PRM2, PRM1, RMI2, LITAF, SNN, TXNDC11, ZC3H7A, BCAR4, RSL1D1, GSPT1, TNFRSF17, SNX29, CPPED1, MIR4718, SHISA9, ERCC4, MKL2, MIR193B, MIR365A, PARN, BFAR, PLA2G10, NPIPA2, NPIPA3, ABCC6P2, NOMO1, MIR3179-3, MIR3179-1, MIR3179-2, MIR3180-3, MIR3180-1, MIR3180-2, NPIPA1, PDXDC1, NTAN1, RRN3	164	POLR3K (606007), RHBDF1 (614403), MPG (156565), NPRL3 (600928), HBZ (142310), HBM (609639), HBA2 (141850), HBA1 (141800), HBQ1 (142240), LUC7L (607782), RGS11 (603895), ARHGDIG (602844), PDIA2 (608012), AXIN1 (603816), MRPL28 (604853), NME4 (601818), RAB11FIP3 (608738), CAPN15 (603267), PIGQ (605754), WFIKKN1 (608021), RHOT2 (613889), RHBDL1 (603264), STUB1 (607207), FBXL16 (609082), METRN (610998), CCDC78 (614666), NARFL (611118), MSLN (601051), CHTF18 (613201), GNG13 (607298), LMF1 (611761), SOX8 (605923), SSTR5 (182455), C1QTNF8 (614147), CACNA1H (607904), TPSG1 (609341), TPSB2 (191081), TPSAB1 (191080), TPSD1 (609272), UBE2I (601661), BAIAP3 (604009), GNPTG (607838), CLCN7 (602727), PTX4 (613442), TELO2 (611140), IFT140 (614620), TMEM204 (611002), MAPK8IP3 (605431), NME3 (601817), MRPS34 (611994), EME2 (610886), SPSB3 (611659), NUBP2 (610779), IGFALS (601489), HAGH (138760), MSRB1 (606216), NDUFB10 (603843), RPS2 (603624), TBL3 (605915), NOXO1 (611256), GFER (600924), SYNGR3 (603927), NPW (607997), SLC9A3R2 (606553), NTHL1 (602656), TSC2 (191092), PKD1 (601313), MIR1225 (611621), RAB26 (605455), TRAF7 (606692), CASKIN1 (612184), MLST8 (612190), PGP (172280), E4F1 (603022), DNASE1L2 (602622), ECI1 (600305), RNPS1 (606447), ABCA3 (601615), CCNF (600227), NTN3 (602349), TBC1D24 (613577), ATP6V0C (108745), CEMP1 (611113), PDPK1 (605213), KCTD5 (611285), PRSS27 (608018), SRRM2 (606032), TCEB2 (600787), PRSS33 (613797), PRSS21 (608159), PRSS22 (609343), KREMEN2 (609899), PAQR4 (614578), PKMYT1 (602474), TNFRSF12A (605914), MMP25 (608482), IL32 (606001), ZNF205 (603436), ZNF213 (608387), OR1F1 (603232), ZNF200 (603231), MEFV (608107), ZNF263 (604191), TIGD7 (612969), ZNF75A (601473), ZNF174 (603900), ZNF597 (614685), NAA60 (614246), SLX4 (613278), DNASE1 (125505), TRAP1 (606219), CREBBP (600140), ADCY9 (603302), SRL (604992), TFAP4 (600743), GLIS2 (608539), PAM16 (614336), CORO7 (611668), VASN (608843), DNAJA3 (608382), HMOX2 (141251), CDIP1 (610503), MGRN1 (607559), SEPT12 (611562), ROGDI (614574), GLYR1 (610660), UBN1 (609771), PPL (602871), NAGPA (607985), ALG1 (605907), FAM86A (615263), RBFOX1 (605104), TMEM114 (611579), METTL22 (615261), ABAT (137150), PMM2 (601785), USP7 (602519), GRIN2A (138253), ATF7IP2 (613645), EMP2 (602334), NUBP1 (600280), CIITA (600005), CLEC16A (611303), SOCS1 (603597), TNP2 (190232), PRM2 (182890), PRM1 (182880), RMI2 (612426), LITAF (603795), SNN (603032), BCAR4 (613746), GSPT1 (139259), TNFRSF17 (109545), SHISA9 (613346), ERCC4 (133520), MKL2 (609463), MIR193B (614734), MIR365A (614735), PARN (604212), PLA2G10 (603603), NOMO1 (609157), NPIPA1 (606406), PDXDC1 (614244), RRN3 (605121)	Cytoregions Not Set				false	arr[hg19] 16p13.3p13.11(83,886-15,155,466)x3	chr16:83886-15155466
true	H16_3213.OSCHP	2.5	Gain	1	p13.3	2057.561	166	40	GSTM5, GSTM3, EPS8L3, CSF1, AHCYL1, STRIP1, ALX3, UBL4B, SLC6A17, KCNC4, LOC440600, RBM15, SLC16A4, LAMTOR5, LAMTOR5-AS1, PROK1, CYMP, KCNA10, KCNA2, KCNA3, CD53, LRIF1, DRAM2, CEPT1, DENND2D, CHI3L2, CHIAP2, CHIA, PIFO, PGCP1, OVGP1, WDR77, ATP5F1, C1orf162, ADORA3, LOC100129269, RAP1A, FAM212B, LOC100506343, DDX20	28	GSTM5 (138385), GSTM3 (138390), EPS8L3 (614989), CSF1 (120420), AHCYL1 (607826), ALX3 (606014), UBL4B (611127), SLC6A17 (610299), KCNC4 (176265), RBM15 (606077), SLC16A4 (603878), LAMTOR5 (608521), PROK1 (606233), KCNA10 (602420), KCNA2 (176262), KCNA3 (176263), CD53 (151525), DRAM2 (613360), DENND2D (615111), CHI3L2 (601526), CHIA (606080), PIFO (614234), OVGP1 (603578), WDR77 (611734), ATP5F1 (603270), ADORA3 (600445), RAP1A (179520), DDX20 (606168)	Cytoregions Not Set				false	arr[hg19] 1p13.3p13.2(110,259,574-112,317,135)x2-3	chr1:110259574-112317135
true	H16_3213.OSCHP	2.5	Gain	5	p15.33	10751.432	762	72	PLEKHG4B, LRRC14B, CCDC127, SDHA, PDCD6, AHRR, C5orf55, EXOC3, PP7080, SLC9A3, MIR4456, LOC100996325, CEP72, TPPP, ZDHHC11, BRD9, TRIP13, LOC100506688, NKD2, SLC12A7, MIR4635, SLC6A19, SLC6A18, TERT, MIR4457, CLPTM1L, SLC6A3, LPCAT1, SDHAP3, LOC728613, MIR4277, MRPL36, NDUFS6, IRX4, IRX2, C5orf38, LOC285577, IRX1, LOC340094, ADAMTS16, KIAA0947, FLJ33360, MED10, UBE2QL1, LOC255167, NSUN2, SRD5A1, PAPD7, MIR4278, MIR4454, LOC442132, ADCY2, C5orf49, FASTKD3, MTRR, LOC729506, LOC100505738, MIR4458, SEMA5A, MIR4636, LOC100505806, SNORD123, TAS2R1, LOC285692, FAM173B, CCT5, CMBL, MARCH6, ROPN1L-AS1, ROPN1L, ANKRD33B, DAP	35	SDHA (600857), PDCD6 (601057), AHRR (606517), EXOC3 (608186), SLC9A3 (182307), TPPP (608773), TRIP13 (604507), NKD2 (607852), SLC12A7 (604879), SLC6A19 (608893), SLC6A18 (610300), TERT (187270), CLPTM1L (612585), SLC6A3 (126455), LPCAT1 (610472), MRPL36 (611842), NDUFS6 (603848), IRX4 (606199), IRX2 (606198), C5orf38 (610522), IRX1 (606197), ADAMTS16 (607510), MED10 (612382), NSUN2 (610916), SRD5A1 (184753), PAPD7 (605198), ADCY2 (103071), MTRR (602568), SEMA5A (609297), TAS2R1 (604796), CCT5 (610150), CMBL (613379), MARCH6 (613297), ROPN1L (611756), DAP (600954)	Cytoregions Not Set				false	arr[hg19] 5p15.33p15.2(38,138-10,789,570)x2-3	chr5:38138-10789570
