Use In Export	File	CN State	Type	Chromosome	Cytoband Start	Size (kbp)	Marker Count	Gene Count	Genes	OMIM ® Genes Count	OMIM ® Genes	CytoRegions	Call	Interpretation	Curation By	Materially Modified Segment	Microarray Nomenclature	Full Location
true	H16003394_(OncoScan).OSCHP	5.0	Gain	22	q11.23	43.891	20	4	GSTTP1, LOC391322, GSTT1, GSTTP2	1	GSTT1 (600436)	Cytoregions Not Set				false	arr[hg19] 22q11.23(24,346,427-24,390,318)x5	chr22:24346427-24390318
true	H16003394_(OncoScan).OSCHP	3.0	Gain	7	q22.1	157.919	18	1	COL26A1	1	COL26A1 (608927)	Cytoregions Not Set				false	arr[hg19] 7q22.1(100,968,362-101,126,281)x3	chr7:100968362-101126281
true	H16003394_(OncoScan).OSCHP	3.0	Gain	10	q11.22	1175.34	18	14	LINC00842, HNRNPA1P33, ANXA8, ANXA8L1, FAM25B, FAM25C, FAM25G, AGAP9, BMS1P2, BMS1P6, FAM35DP, ANXA8L2, FAM21B, CTSL1P2	1	ANXA8 (602396)	Cytoregions Not Set				false	arr[hg19] 10q11.22(47,127,278-48,302,618)x3	chr10:47127278-48302618
true	H16003394_(OncoScan).OSCHP	3.0	Gain	11	q25	308.347	20	1	LOC283177	0		Cytoregions Not Set				false	arr[hg19] 11q25(134,349,753-134,658,100)x3	chr11:134349753-134658100
true	H16003394_(OncoScan).OSCHP	3.0	Gain	14	q11.2	352.713	19	9	OR4M1, OR4N2, OR4K2, OR4K5, OR4K1, OR4K15, OR4K14, OR4K13, OR4L1	0		Cytoregions Not Set				false	arr[hg19] 14q11.2(20,219,082-20,571,795)x3	chr14:20219082-20571795
true	H16003394_(OncoScan).OSCHP	3.0	Gain	14	q32.33	206.361	41	1	LINC00226	0		Cytoregions Not Set				false	arr[hg19] 14q32.33(106,572,891-106,779,252)x3	chr14:106572891-106779252
true	H16003394_(OncoScan).OSCHP	1.5	Loss	14	q11.2	569.048	124	0		0		Cytoregions Not Set				false	arr[hg19] 14q11.2(22,392,806-22,961,854)x1-2	chr14:22392806-22961854
true	H16003394_(OncoScan).OSCHP	1.0	Loss	8	p11.22	268.052	18	3	ADAM32, ADAM5, ADAM3A	0		Cytoregions Not Set				false	arr[hg19] 8p11.22(39,114,948-39,383,000)x1	chr8:39114948-39383000
true	H16003394_(OncoScan).OSCHP	1.0	Loss	11	p11.12	982.449	35	2	OR4A5, OR4C46	1	OR4C46 (614273)	Cytoregions Not Set				false	arr[hg19] 11p11.12(50,593,502-51,575,951)x1	chr11:50593502-51575951
true	H16003394_(OncoScan).OSCHP	1.0	Loss	14	q32.33	139.083	28	2	KIAA0125, ADAM6	0		Cytoregions Not Set				false	arr[hg19] 14q32.33(106,342,525-106,481,608)x1	chr14:106342525-106481608
true	H16003394_(OncoScan).OSCHP		LOH	3	q11.2	2982.752	199	3	LINC00879, LOC100287639, EPHA6	1	EPHA6 (600066)	Cytoregions Not Set				false	arr[hg19] 3q11.2(94,345,532-97,328,284) hmz	chr3:94345532-97328284
