Use In Export	File	CN State	Type	Chromosome	Cytoband Start	Size (kbp)	Marker Count	Gene Count	Genes	OMIM ® Genes Count	OMIM ® Genes	CytoRegions	Call	Interpretation	Curation By	Materially Modified Segment	Microarray Nomenclature	Full Location
true	H17006127.OSCHP	2.67	Gain	1	q44	49.55	23	1	AKT3	1	AKT3 (611223)	Cytoregions Not Set				false	arr[hg19] 1q44(243,780,072-243,829,622)x2-3	chr1:243780072-243829622
true	H17006127.OSCHP	2.33	Gain	1	q44	46.966	18	1	AKT3	1	AKT3 (611223)	Cytoregions Not Set				false	arr[hg19] 1q44(243,831,783-243,878,749)x2-3	chr1:243831783-243878749
true	H17006127.OSCHP	2.67	Gain	1	q44	4703.744	415	63	AKT3, LOC339529, ZBTB18, C1orf100, ADSS, C1orf101, DESI2, COX20, HNRNPU-AS1, HNRNPU, EFCAB2, KIF26B, SMYD3, LOC255654, TFB2M, CNST, SCCPDH, LOC149134, AHCTF1, ZNF695, ZNF670-ZNF695, ZNF670, ZNF669, C1orf229, ZNF124, MIR3916, VN1R5, ZNF496, NLRP3, OR2B11, OR2W5, GCSAML-AS1, OR2C3, GCSAML, OR2G2, OR2G3, OR13G1, OR6F1, OR1C1, OR14A16, OR11L1, TRIM58, OR2W3, OR2T8, OR2L13, OR2L8, OR2AK2, OR2L1P, OR2L5, OR2L2, OR2L3, OR2M1P, OR2M5, OR2M2, OR2M3, OR2M4, OR2T33, OR2T12, OR2M7, OR14C36, OR2T4, OR2T6, OR2T1	15	AKT3 (611223), ZBTB18 (608433), ADSS (103060), DESI2 (614638), COX20 (614698), HNRNPU (602869), KIF26B (614026), SMYD3 (608783), TFB2M (607055), CNST (613439), AHCTF1 (610853), ZNF124 (194631), ZNF496 (613911), NLRP3 (606416), OR13G1 (611677)	Cytoregions Not Set				false	arr[hg19] 1q44(243,879,603-248,583,347)x2-3	chr1:243879603-248583347
true	H17006127.OSCHP	2.33	Gain	1	q44	609.739	28	17	OR2T2, OR2T3, OR2T5, OR2G6, OR2T29, OR2T34, OR2T10, OR2T11, OR2T35, OR2T27, OR14I1, LYPD8, SH3BP5L, MIR3124, ZNF672, ZNF692, PGBD2	0		Cytoregions Not Set				false	arr[hg19] 1q44(248,603,139-249,212,878)x2-3	chr1:248603139-249212878
true	H17006127.OSCHP	2.33	Gain	1	q43	258.996	19	2	CHRM3, RPS7P5	1	CHRM3 (118494)	Cytoregions Not Set				false	arr[hg19] 1q43(239,984,924-240,243,920)x2-3	chr1:239984924-240243920
true	H17006127.OSCHP	2.67	Gain	1	q43	3417.58	251	17	FMN2, GREM2, RGS7, MIR3123, FH, KMO, OPN3, CHML, WDR64, EXO1, MAP1LC3C, PLD5, LOC731275, CEP170, SDCCAG8, MIR4677, AKT3	12	FMN2 (606373), GREM2 (608832), RGS7 (602517), FH (136850), KMO (603538), OPN3 (606695), CHML (118825), EXO1 (606063), MAP1LC3C (609605), CEP170 (613023), SDCCAG8 (613524), AKT3 (611223)	Cytoregions Not Set				false	arr[hg19] 1q43(240,249,081-243,666,661)x2-3	chr1:240249081-243666661
true	H17006127.OSCHP	2.33	Gain	1	q43	108.422	43	1	AKT3	1	AKT3 (611223)	Cytoregions Not Set				false	arr[hg19] 1q43q44(243,669,171-243,777,593)x2-3	chr1:243669171-243777593
true	H17006127.OSCHP	3.0	Gain	1	q42.2	218.148	18	1	SLC35F3	0		Cytoregions Not Set				false	arr[hg19] 1q42.2(234,022,826-234,240,974)x3	chr1:234022826-234240974
true	H17006127.OSCHP	2.67	Gain	1	q42.2	5721.558	390	34	SLC35F3, MIR4671, COA6, TARBP1, LOC100506795, IRF2BP2, LINC00184, LOC100506810, TOMM20, SNORA14B, RBM34, ARID4B, MIR4753, GGPS1, TBCE, B3GALNT2, GNG4, LYST, MIR1537, NID1, GPR137B, ERO1LB, EDARADD, LGALS8, LGALS8-AS1, HEATR1, ACTN2, MTR, MT1HL1, RYR2, LOC100130331, ZP4, LOC339535, CHRM3	18	COA6 (614772), TARBP1 (605052), TOMM20 (601848), ARID4B (609696), GGPS1 (606982), TBCE (604934), B3GALNT2 (610194), GNG4 (604388), LYST (606897), NID1 (131390), GPR137B (604658), EDARADD (606603), LGALS8 (606099), ACTN2 (102573), MTR (156570), RYR2 (180902), ZP4 (613514), CHRM3 (118494)	Cytoregions Not Set				false	arr[hg19] 1q42.2q43(234,260,085-239,981,643)x2-3	chr1:234260085-239981643
true	H17006127.OSCHP	2.33	Gain	1	q42.13	834.623	87	24	SNAP47, PRSS38, WNT9A, MIR5008, WNT3A, ARF1, MIR3620, C1orf35, MRPL55, GUK1, GJC2, C1orf148, IBA57, C1orf145, OBSCN, TRIM11, TRIM17, HIST3H3, HIST3H2A, HIST3H2BB, MIR4666A, RNF187, RHOU, DUSP5P1	14	WNT9A (602863), WNT3A (606359), ARF1 (103180), MRPL55 (611859), GUK1 (139270), GJC2 (608803), OBSCN (608616), TRIM11 (607868), TRIM17 (606123), HIST3H3 (602820), HIST3H2A (615015), HIST3H2BB (615046), RNF187 (613754), RHOU (606366)	Cytoregions Not Set				false	arr[hg19] 1q42.13(227,964,398-228,799,021)x2-3	chr1:227964398-228799021
true	H17006127.OSCHP	2.67	Gain	1	q42.13	5220.6	410	39	RHOU, RAB4A, SPHAR, CCSAP, ACTA1, NUP133, ABCB10, TAF5L, URB2, GALNT2, PGBD5, COG2, AGT, CAPN9, C1orf198, TTC13, ARV1, FAM89A, MIR1182, TRIM67, LOC149373, C1orf131, GNPAT, EXOC8, SPRTN, EGLN1, SNRPD2P2, TSNAX, TSNAX-DISC1, LINC00582, DISC1, DISC2, SIPA1L2, MAP10, NTPCR, PCNXL2, KIAA1804, KCNK1, MIR4427	20	RHOU (606366), RAB4A (179511), ACTA1 (102610), NUP133 (607613), ABCB10 (605454), GALNT2 (602274), COG2 (606974), AGT (106150), CAPN9 (606401), ARV1 (611647), TRIM67 (610584), GNPAT (602744), EXOC8 (615283), EGLN1 (606425), TSNAX (602964), DISC1 (605210), DISC2 (606271), SIPA1L2 (611609), - (614793), KCNK1 (601745)	Cytoregions Not Set				false	arr[hg19] 1q42.13q42.2(228,800,939-234,021,539)x2-3	chr1:228800939-234021539
