"","GAIN","AMPLI","LOSS","LOH"
"1p",0.17,0,0,3.12
"2p",0.05,0,0,0
"3p",100,0,0,2.8
"4p",100,0,0,0
"5p",36.96,0,75.13,0
"6p",0,0,0.45,0
"7p",0,0,99.67,0
"8p",0.66,0,5.41,15.61
"9p",0,0,63.99,19.39
"10p",0,0,0,6.89
"11p",1.78,0,0,0
"12p",0,0,0,0
"16p",0.14,0,0,42.3
"17p",0,0,0,90.05
"18p",0,0,0,0
"19p",0,0,72.38,54.83
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",35.63,0,0,0
"1q",0,0,0,0
"2q",20.76,0,0,1.93
"3q",100,0,0,3.03
"4q",24.41,0,21.33,37.34
"5q",0,0,0,40.51
"6q",0,0,0,0
"7q",0,0,0,0
"8q",1.37,0,0,2.73
"9q",0,0,0,0
"10q",2.39,0,0,0
"11q",0,0,0.28,0
"12q",19.35,0,0,0
"13q",0,0,1.94,0
"14q",0,0,98.92,4.95
"15q",0,0,0,0
"16q",0,0,0,0
"17q",0.56,0,0,0
"18q",0,0,0,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",3.44,0,0,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",7.35,0,0,0
