"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,0
"2p",0.02,0,0.04,0
"3p",0,0,0,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0.28,0,2.45,0
"7p",0,0,1.29,0
"8p",0,0,0,0
"9p",0,0,0.09,0
"10p",0,0,0,0
"11p",0,0,0.15,0
"12p",0,0,0,0
"16p",0,0,5.33,9.66
"17p",0,0,27.29,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0.25,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,0.01,0
"2q",0,0,0.1,1.96
"3q",0,0,0,0
"4q",0.18,0,0,0
"5q",0,0,1.52,2.08
"6q",0,0,0,0
"7q",7.42,0,0,3.68
"8q",0,0,0.36,0
"9q",0.12,0,0,0
"10q",0.1,0,4.97,0
"11q",0.02,0,38.79,0
"12q",21.07,0,0.33,0
"13q",0,0,41.5,0
"14q",0.11,0,0.35,0
"15q",0.12,0,8.81,0
"16q",0,0,1.12,0
"17q",2.83,0,70.14,0
"18q",0,0,0.07,0
"19q",0,0,0,0
"20q",0.49,0,0,0
"21q",0,0,0,0
"22q",0.41,0,6.04,0
"Yq",0,0,0,0
"Xq",0,0,0,0
