"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,73,2.4
"2p",0,0,0,0
"3p",0,0,0,0
"4p",0,0,0,0
"5p",0,0,3.84,5.96
"6p",39.6,0,0,0
"7p",0,0,0,0
"8p",75.53,0,0,0
"9p",0,0,0.59,0
"10p",97.59,0,0,0
"11p",0,0,0,0
"12p",98.49,0,0.6,0
"16p",0,0,0,9.45
"17p",42.95,0,0,0
"18p",0,0,66.74,0
"19p",0,0,0,0
"20p",18.24,0,1.63,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,97.45
"1q",3.77,0,0,0
"2q",0,0,0,2.3
"3q",0,0,0,0
"4q",0,0,0,0
"5q",0,0,0,0
"6q",98.8,0,0,0
"7q",0,0,0,0
"8q",95.58,0,0,0
"9q",0,0,0,0
"10q",0,0,0.35,0
"11q",0,0,0,0
"12q",0,0,1.92,0
"13q",86.73,0,0,0
"14q",0,0,0,97.98
"15q",0,0,53.84,0
"16q",0,0,0,0
"17q",64.1,0,0,5.5
"18q",0,0,34.58,0
"19q",0,0,0,0
"20q",6.28,0,0,0
"21q",0,0,0,0
"22q",0.14,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0,100
