"","GAIN","AMPLI","LOSS","LOH"
"1p",11.62,0,0.05,17.56
"2p",0.7,0,0.02,0
"3p",3.03,0,0.66,0
"4p",9.68,0,0,12.1
"5p",2.87,0,0,0
"6p",0,0,24.06,32.75
"7p",0,0,0.99,0
"8p",1.79,0,96,49.64
"9p",0,0,84.83,0
"10p",0,0,55.65,0
"11p",0,0,0.88,7.7
"12p",79.86,0,0,13.54
"16p",81.21,0,1.05,13.83
"17p",4.38,0,0.99,0
"18p",0,0,1.9,22.58
"19p",0,0,0,0
"20p",0,0,0.17,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,5.25,3.2
"2q",0,0,9.46,3.8
"3q",0,0,1.93,0
"4q",0,0,0,0
"5q",0,0,3.19,2.2
"6q",0.37,0,2.76,4.3
"7q",0,0,1.67,14.77
"8q",4,0,0.02,0
"9q",3.42,0,0.27,4.12
"10q",17.03,0,15.38,6.19
"11q",6.57,0,1.11,0
"12q",42.21,0,4,36.66
"13q",0,0,9.92,3.24
"14q",13.54,0,19.86,0
"15q",0,0,18.87,0
"16q",0,0,0,0
"17q",1.89,0,19.95,10.02
"18q",0,0,8.35,5.49
"19q",0,0,10.32,45.32
"20q",6.03,0,17.79,11.44
"21q",2.61,0,1.24,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
