"","GAIN","AMPLI","LOSS","LOH"
"1p",0.01,0,0,98.76
"2p",0,0,100,0
"3p",33.48,0,0,3.88
"4p",0,0,100,0
"5p",99.79,0,0,0
"6p",99.66,0,0,0
"7p",0,0,99.76,0
"8p",29.87,0,61.48,0
"9p",0,0,90.33,0
"10p",56.08,0,0,0
"11p",0,0,100,0
"12p",0,0,95.7,0
"16p",21.29,0,50,0
"17p",9.72,0,90.16,0
"18p",92.3,0,0,0
"19p",10.22,0,0,0
"20p",0,0,0,100
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",100,0,0,0
"1q",0,0,0,94.42
"2q",0,0,99.85,0
"3q",99.93,0,0,0
"4q",0,0,21.16,0
"5q",99.99,0,0,26.24
"6q",20.1,0,79.76,0
"7q",0,0,97.24,0
"8q",55.86,0,8.48,0
"9q",0,0,99.59,0
"10q",63.54,0,0,0
"11q",0,0,99.51,0
"12q",0,0,0,0
"13q",0,0,99.95,0
"14q",0,0,98.9,0
"15q",52.27,0,0,0
"16q",0,0,100,0
"17q",94.07,0,1.9,0
"18q",94.87,0,0,0
"19q",15.04,0,0,0
"20q",0,0,0,99.81
"21q",0,0,100,0
"22q",60.73,0,0.12,0
"Yq",0,0,0,0
"Xq",100,0,0,0
