"","GAIN","AMPLI","LOSS","LOH"
"1p",2.45,0,0,0
"2p",17.42,0,2.63,0
"3p",0,0,0,0
"4p",31.1,0,1.49,0
"5p",3.27,0,0,0
"6p",0.41,0,26.23,14
"7p",3.68,0,0,0
"8p",0.83,0,0,0
"9p",0.61,0,0,0
"10p",0,0,6.43,0
"11p",12.43,0,0,5.67
"12p",1.13,0,0,0
"16p",10.39,0,17.78,9.59
"17p",0.23,0,12.32,0
"18p",0,0,0,0
"19p",8.68,0,47.53,0
"20p",0.82,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0.3,0,0,0
"2q",3.32,0,0,0
"3q",11.63,0,0,0
"4q",0,0,0.34,0
"5q",7.9,0,0,2.53
"6q",0,0,25.28,0
"7q",4.29,0,7,2.64
"8q",15.22,0,0.11,0
"9q",10.16,0,0,0
"10q",9.44,0,0,0
"11q",26.64,0,0.04,0
"12q",0.05,0,0,0
"13q",15.52,0,32.62,0
"14q",7.09,0,0.52,0
"15q",0.33,0,0,0
"16q",0,0,0,0
"17q",31.31,0,42.4,0
"18q",5.49,0,0,0
"19q",0,0,65.51,0
"20q",11.98,0,0,0
"21q",1.15,0,0,0
"22q",80.51,0,59.47,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
