"","GAIN","AMPLI","LOSS","LOH"
"1p",0.19,0,23.8,0
"2p",0,0,0,0
"3p",0,0,100,0
"4p",0,0,95.84,0
"5p",99.94,0,0,0
"6p",0,0,23.53,0
"7p",0.22,0,4.79,0
"8p",0.61,0,2.33,0
"9p",0,0,100,0
"10p",0,0,0,0
"11p",0,0,19.4,0
"12p",0,0,0.74,0
"16p",1.17,0,0.95,0
"17p",39.22,0,56.01,0
"18p",0,0,2.46,0
"19p",0,0,39.52,0
"20p",0,0,0,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",10.17,0,0,0
"2q",0.23,0,0,1.89
"3q",100,0,0,0
"4q",1.86,0,28.82,0
"5q",0,0,100,0
"6q",0.16,0,0.82,0
"7q",0,0,96.31,0
"8q",0.4,0,0,4.06
"9q",4.13,0,32.61,0
"10q",0,0,99.99,0
"11q",6.47,0,0,0
"12q",0.26,0,0.29,0
"13q",0,0,97.58,0
"14q",1.33,0,0.36,0
"15q",0.47,0,0.36,0
"16q",0.58,0,0,0
"17q",10.08,0,65.91,0
"18q",0,0,99.36,0
"19q",0.24,0,19.59,0
"20q",31.88,0,0,0
"21q",0,0,100,0
"22q",100,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
