"","GAIN","AMPLI","LOSS","LOH"
"1p",13.17,0,16.08,0
"2p",0.3,0,21.15,4.28
"3p",22.9,0,9.07,0
"4p",0.55,0,10.49,5.64
"5p",9.93,0,29.35,0
"6p",0.31,0,21.55,0
"7p",0,0,0.51,0
"8p",0,0,83.39,0
"9p",0,0,0,0
"10p",0,0,1.38,0
"11p",96.14,0,0,33.37
"12p",0.82,0,0.21,0
"16p",78.29,0,13.12,10.2
"17p",0,0,11.88,0
"18p",99.9,0,1.57,0
"19p",61.11,0,5.69,0
"20p",0.82,0,14.47,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",4.27,0,0,0
"1q",99.17,0,0,0
"2q",6.67,0,0.28,0
"3q",0,0,0.26,0
"4q",13.28,0,39.89,0
"5q",6.6,0,44.38,2.67
"6q",0.13,0,17.67,0
"7q",0.57,0,11.1,0
"8q",0.26,0,41.82,0
"9q",1.39,0,5.43,0
"10q",0.29,0,21.44,0
"11q",5.93,0,0,0
"12q",12.63,0,51.84,0
"13q",62.35,0,0.17,2.82
"14q",2.86,0,9.71,0
"15q",0.91,0,0.55,0
"16q",2.93,0,56.26,0
"17q",25.52,0,9.04,0
"18q",0,0,0.44,0
"19q",78.87,0,31.13,0
"20q",82.24,0,37.68,0
"21q",0,0,2.78,0
"22q",0.6,0,58.11,0
"Yq",0,0,0,0
"Xq",0.26,0,0,0
