"","GAIN","AMPLI","LOSS","LOH"
"1p",89.22,0,0,0
"2p",0,0,0.28,0
"3p",0,0,0,99.37
"4p",67.95,0,0,31.85
"5p",21.08,0,0,0
"6p",0.43,0,0,0
"7p",97.26,0,0,0
"8p",2.4,0,1.08,0
"9p",95.15,0,0.17,0
"10p",2.56,0,0.69,0
"11p",99.99,0,0,65.3
"12p",0,0,0,99.63
"16p",3.31,0,0.13,7.79
"17p",97.06,0,1.29,99.89
"18p",2.65,0,0,0
"19p",0,0,1.38,0
"20p",96.28,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,99.81
"1q",92.37,0,1.34,0
"2q",0.21,0,0.83,2.43
"3q",34.77,0,0.24,69.89
"4q",19.86,0,0.44,78.3
"5q",5.28,0,0.22,93.88
"6q",37.89,0,0,0
"7q",71.06,0,0,99.82
"8q",57.34,0,1.7,0
"9q",92.44,0,0,0
"10q",2.86,0,0.29,0
"11q",96.58,0,0,93.77
"12q",45.19,0,0,24.73
"13q",0.56,0,0,99.15
"14q",19.44,0,1.03,0
"15q",0,0,0.95,0
"16q",3.93,0,2.31,0
"17q",5.43,0,2.38,0
"18q",43.75,0,10.9,9.79
"19q",8.25,0,0,77.59
"20q",92.13,0,0,46.62
"21q",1.6,0,0,0
"22q",1.93,0,0.47,0
"Yq",0,0,0,0
"Xq",0.1,0,0.62,100
