"","GAIN","AMPLI","LOSS","LOH"
"1p",99.34,0,0,98.66
"2p",99.75,0,0,0
"3p",0.37,0,92.44,0
"4p",99.96,0,0,79.14
"5p",43.4,0,0,0
"6p",97.93,0,0,0
"7p",97.23,0,0,5.04
"8p",99.31,0,0,0
"9p",0,0,94.98,0
"10p",96.66,0,0,0
"11p",98.47,0,0,6.99
"12p",0,0,70.33,28.79
"16p",99.65,0,0,10.48
"17p",0,0,99.83,0
"18p",0,0,0,99.9
"19p",0,0,21.89,78.49
"20p",0,0,17.96,29.1
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",88.81,0,0,28.85
"1q",22.62,0,0,0
"2q",99.91,0,0,0
"3q",91.26,0,0.26,0
"4q",97.6,0,0,0
"5q",0,0,65.22,34.94
"6q",0,0,0.13,0
"7q",98.56,0,0,0
"8q",10.37,0,7.09,82.34
"9q",99.98,0,0,0
"10q",67.49,0,0,0
"11q",98.61,0,0,0
"12q",90.75,0,0,8.04
"13q",0,0,27.68,72.4
"14q",96.69,0,0,0
"15q",0.07,0,0,96.65
"16q",100,0,0,96.76
"17q",90.58,0,0,0
"18q",0.5,0,96.27,0
"19q",0,0,1.12,99.97
"20q",99.72,0,0,0
"21q",0,0,15.08,0
"22q",52.42,0,33.42,57.93
"Yq",0,0,0,0
"Xq",36.39,0,2.16,61.68
