"","GAIN","AMPLI","LOSS","LOH"
"1p",8.38,0,14.27,7.68
"2p",0.29,0,33.85,4.63
"3p",25.94,0,13.97,5.67
"4p",17.85,0,0,0
"5p",0,0,0,0
"6p",1.17,0,23.23,0
"7p",0,0,0.19,5.48
"8p",12.98,0,36.87,0
"9p",0,0,84.83,82.95
"10p",0,0,55.65,0
"11p",0,0,0.2,6.86
"12p",5.64,0,9.51,0
"16p",29.86,0,0.2,41.49
"17p",0,0,69.82,0
"18p",17.52,0,95.75,0
"19p",4.19,0,1.91,0
"20p",1.07,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0.61,0,0,0
"1q",1.03,0,11.53,3.1
"2q",2.19,0,24.52,0
"3q",0.43,0,0.26,16.04
"4q",0,0,0.2,2.27
"5q",13.42,0,13.91,10.21
"6q",0,0,2.35,2.37
"7q",0.14,0,19.36,4.37
"8q",17.7,0,0.03,6.93
"9q",12.87,0,0,4.38
"10q",9.41,0,34.93,0
"11q",0.36,0,17.3,0
"12q",23.48,0,15.52,0
"13q",0.31,0,12.91,0
"14q",0,0,0.77,3.4
"15q",0.71,0,60.89,4.86
"16q",0,0,0.58,0
"17q",58.89,0,19.78,0
"18q",0.85,0,5.58,0
"19q",7.08,0,52.37,0
"20q",0.8,0,11.64,0
"21q",37.68,0,5.43,0
"22q",39.76,0,63.87,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
