"","GAIN","AMPLI","LOSS","LOH"
"1p",33.53,0,0,40.01
"2p",72.44,0,0,0
"3p",42.16,0,0,77.37
"4p",34.9,0,0.52,0
"5p",49.85,0,1.16,0
"6p",62.09,0,0,0
"7p",47.72,0,11.08,41.06
"8p",10.91,0,46.54,41.85
"9p",0,0,0.59,0
"10p",43.08,0,43.16,0
"11p",5.45,0,7.01,87.88
"12p",35.93,0,0,0
"16p",57.12,0,0,7.79
"17p",94.17,0,0,99.89
"18p",97.77,0,0,0
"19p",45.12,0,20.87,24.62
"20p",0,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",98.25,0,0,8.94
"1q",64.02,0,0,0
"2q",97.21,0,0,26.23
"3q",99.56,0,0,0
"4q",19.25,0,26.44,41.86
"5q",42.68,0,45.51,29.66
"6q",54.15,0,5.96,27.95
"7q",63.99,0,0,0
"8q",56.27,0,7.23,42.77
"9q",0,0,74.2,0
"10q",28.15,0,0,3.03
"11q",47.31,0,4.43,32.71
"12q",81.75,0,0,53.25
"13q",73.66,0,0,79.02
"14q",34.2,0,0,3.09
"15q",49.01,0,0.15,96.3
"16q",47.29,0,0,0
"17q",27.93,0,0,100
"18q",32.96,0,33.58,0
"19q",51.13,0,0,0
"20q",75.22,0,0,0
"21q",57.99,0,0,0
"22q",52.21,0,7.85,0
"Yq",0,0,0,0
"Xq",92.22,0,0,10.15
