"","GAIN","AMPLI","LOSS","LOH"
"1p",29.7,0,0,0
"2p",0.94,0,0,0
"3p",0.29,0,46.36,5.84
"4p",56.86,0,100,0
"5p",0,0,0.23,0
"6p",22.56,0,54.06,0
"7p",45.26,0,0,0
"8p",0,0,0.6,0
"9p",4.63,0,0,0
"10p",11.58,0,0,88.6
"11p",8.55,0,0,0
"12p",0,0,66.16,0
"16p",0.74,0,0,10.53
"17p",36.94,0,57.21,0
"18p",0,0,0,0
"19p",63.64,0,26.51,0
"20p",28.74,0,0,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",0,0,100,0
"1q",97.96,0,1.2,0
"2q",0.23,0,36.06,0
"3q",0.25,0,0.27,0
"4q",14.7,0,80.35,0
"5q",0,0,63.1,0
"6q",28.47,0,100,0
"7q",5.95,0,0,0
"8q",7.23,0,2.54,2.82
"9q",31.57,0,68.4,0
"10q",44.62,0,55.37,0
"11q",24.26,0,0.31,0
"12q",1.5,0,34.63,2.99
"13q",12.95,0,0,0
"14q",0,0,98.92,0
"15q",3.55,0,99.79,0
"16q",2.85,0,15.48,0
"17q",2.31,0,52.58,0
"18q",13.52,0,0,0
"19q",0,0,4.27,0
"20q",2.99,0,20.6,0
"21q",0,0,1.45,0
"22q",69.54,0,4.57,7.82
"Yq",0,0,0,0
"Xq",0,0,100,0
