"","GAIN","AMPLI","LOSS","LOH"
"1p",12.68,0,34.22,2.35
"2p",0.69,0,3.66,4.12
"3p",0.18,0,0.37,3.05
"4p",8.65,0,0,0
"5p",1.09,0,0,0
"6p",0,0,26.34,0
"7p",0,0,2.35,4.97
"8p",0.73,0,11.79,6.29
"9p",0,0,84.83,0
"10p",51.03,0,55.65,0
"11p",3.26,0,0.89,7.86
"12p",98.86,0,0.79,0
"16p",95.07,0,1.3,11.54
"17p",0,0,31.34,0
"18p",14.91,0,23.1,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",17.16,0,0.34,4.77
"1q",0,0,0.06,3.17
"2q",0.49,0,25.11,1.88
"3q",0,0,1.92,0
"4q",0,0,0.01,0
"5q",0.2,0,13.94,2.85
"6q",1.02,0,12.81,0
"7q",12.61,0,43.68,16.69
"8q",16.99,0,0.27,0
"9q",2.08,0,0.68,3.64
"10q",16.12,0,17.73,2.85
"11q",0.54,0,6.41,3.85
"12q",99.44,0,4.01,0
"13q",0,0,32.96,2.92
"14q",13.01,0,7.21,0
"15q",0.06,0,3.54,5.26
"16q",0,0,0,0
"17q",6.99,0,47.04,9.98
"18q",0,0,4.4,0
"19q",0,0,62.68,0
"20q",95.95,0,12.24,0
"21q",1.03,0,0.84,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",48.55,0,1.82,3.84
