"","GAIN","AMPLI","LOSS","LOH"
"1p",53.67,0,0,14.65
"2p",98.83,0,0,3.02
"3p",2.14,0,0,0
"4p",32.84,0,0,95.98
"5p",1.88,0,0,0
"6p",94.72,0,0,26.57
"7p",94.23,0,0,0
"8p",43.18,0,0,38.14
"9p",91.36,0,1.61,0
"10p",1.16,0,0,0
"11p",95.68,0,0,97.99
"12p",99.62,0,0,0
"16p",61.56,0,0,10.09
"17p",92.97,0,0,99.89
"18p",85.46,0,0,0
"19p",83.57,0,15.31,36.68
"20p",2.21,0,0.89,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",63.02,0,0,99.81
"1q",76.36,0,0,0
"2q",66.26,0,14.03,27.14
"3q",6.38,0,0.82,0
"4q",1.26,0,0,0
"5q",97.18,0,0,3.96
"6q",98.29,0,0,51.93
"7q",96.84,0,0.66,56.94
"8q",52.08,0,0,31.76
"9q",88.18,0,0,11.12
"10q",8.47,0,0,16.67
"11q",98.94,0,0,100
"12q",98.93,0,0,0
"13q",7.74,0,35.41,73.34
"14q",33.04,0,0,0
"15q",0.88,0,84.27,0
"16q",0,0,78.73,21.24
"17q",98.01,0,0,100
"18q",44.23,0,0,48.03
"19q",83.29,0,0,0
"20q",0,0,0,0
"21q",99.94,0,0,44.11
"22q",60.26,0,0.12,0
"Yq",0,0,0,0
"Xq",83.41,0,0,100
