"","GAIN","AMPLI","LOSS","LOH"
"1p",55.28,0,20.11,3.03
"2p",99.56,0,0,0
"3p",26.32,0,11.74,2.98
"4p",2.34,0,0,0
"5p",0.7,0,0.34,0
"6p",36.67,0,33.59,0
"7p",0,0,0.55,0
"8p",0.09,0,12.86,0
"9p",0,0,100,0
"10p",29.06,0,83.49,0
"11p",0.78,0,0,0
"12p",25.47,0,0,0
"16p",93.32,0,4.21,13.09
"17p",0,0,24.74,0
"18p",22.71,0,0,0
"19p",0,0,71.11,0
"20p",0,0,100,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",29.56,0,19.18,9.25
"1q",1.19,0,46.86,2.67
"2q",0.54,0,27.82,0
"3q",46.62,0,0.31,0
"4q",0.27,0,2.09,2.65
"5q",0.32,0,1.18,0
"6q",1.65,0,23.85,0
"7q",0,0,45.16,0
"8q",44.48,0,0.27,0
"9q",0,0,99.98,0
"10q",1.49,0,18.47,0
"11q",8,0,0.53,0
"12q",96.92,0,0,0
"13q",17.36,0,0,82.59
"14q",51.27,0,1.82,0
"15q",24,0,29.43,0
"16q",0,0,65.54,0
"17q",80.08,0,0.14,12.85
"18q",0,0,97.19,0
"19q",0.35,0,14.71,0
"20q",54.62,0,9.23,0
"21q",1.16,0,0,0
"22q",74.98,0,0.17,7.46
"Yq",0,0,0,0
"Xq",9.65,0,13.56,4.53
