"","GAIN","AMPLI","LOSS","LOH"
"1p",1.92,0,0,0
"2p",92.22,0,0,0
"3p",100,0,0,8.02
"4p",0.72,0,0,0
"5p",99.94,0,0,0
"6p",0,0,99.52,0
"7p",100,0,0,0
"8p",99.66,0,0,0
"9p",75.03,0,0,55.59
"10p",4.43,0,0.96,100
"11p",42.95,0,0.68,100
"12p",97.72,0,0,0
"16p",99.02,0,0,0
"17p",68.87,0,0,99.89
"18p",0,0,3.18,0
"19p",24.3,0,0,15.29
"20p",0,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",100,0,0,0
"1q",0.68,0,0.76,25.24
"2q",96.89,0,0,2.57
"3q",100,0,0.33,19.02
"4q",0,0,0,0
"5q",100,0,0.71,2.04
"6q",0,0,100,0
"7q",100,0,1.11,4.1
"8q",99.83,0,0,0
"9q",0.47,0,82.28,9.85
"10q",0,0,9.96,99.99
"11q",99.48,0,0,100
"12q",100,0,0,0
"13q",0,0,3.47,100
"14q",0,0,0,98.92
"15q",0,0,99.79,0
"16q",100,0,0,0
"17q",96.13,0,0,100
"18q",0,0,0.63,4.38
"19q",2.39,0,1.44,0
"20q",4.53,0,1.25,0
"21q",100,0,0,0
"22q",100,0,0,0
"Yq",0,0,0,0
"Xq",99.34,0,0,0
