"","GAIN","AMPLI","LOSS","LOH"
"1p",70.13,0,1.64,26.33
"2p",100,0,0,97.8
"3p",1.93,0,91.03,0
"4p",0,0,72.06,0
"5p",99.94,0,0,0
"6p",2.21,0,56.22,0
"7p",0,0,99.75,0
"8p",5.49,0,94.14,0
"9p",0,0,100,0
"10p",48.8,0,2.9,0
"11p",0,0,59.13,0
"12p",97.69,0,0,0
"16p",34.02,0,65.93,0
"17p",0,0,100,0
"18p",100,0,0,0
"19p",0,0,0,0
"20p",39.1,0,2.96,9.9
"21p",0,0,85.12,0
"Yp",91.8,0,0,0
"Xp",4.3,0,0,0
"1q",40.12,0,1.34,0
"2q",54.72,0,0.85,0
"3q",85.99,0,0,0
"4q",19.39,0,83.01,0
"5q",5.01,0,61.31,33.37
"6q",100,0,0,0
"7q",52.27,0,47.7,0
"8q",98.65,0,0,0
"9q",0,0,99.63,0
"10q",0,0,99.78,0
"11q",96.89,0,0,0
"12q",96.27,0,0,0
"13q",0,0,100,0
"14q",98.12,0,0,0
"15q",88.16,0,0,0
"16q",99.51,0,13.31,68.13
"17q",22.4,0,32.86,66.43
"18q",2.95,0,97.01,0
"19q",50.78,0,0,0
"20q",16.92,0,5.92,99.81
"21q",0,0,100,0
"22q",83.76,0,0,0
"Yq",0,0,100,0
"Xq",4.83,0,0,0
