"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,99.93
"2p",3.62,0,2.73,97.8
"3p",100,0,0,0
"4p",100,0,0,0
"5p",98.45,0,0,0
"6p",37.66,0,0,0
"7p",0,0,1.77,99.98
"8p",99.61,0,0,0
"9p",0,0,0,82.95
"10p",0,0,0,100
"11p",0,0,0,100
"12p",0,0,0,99.63
"16p",100,0,0,0
"17p",0,0,0,99.89
"18p",100,0,0,0
"19p",0,0,0,0
"20p",0,0,0,100
"21p",85.12,0,0,0
"Yp",56.53,0,0,0
"Xp",95.68,0,0,0
"1q",0,0,0,94.42
"2q",0,0,0,100
"3q",100,0,0,0
"4q",99.92,0,0.49,0
"5q",2.15,0,2.75,2.88
"6q",100,0,0.58,0
"7q",0,0,55.98,100
"8q",99.07,0,1.53,2.81
"9q",92.69,0,0,0
"10q",0,0,46.86,99.99
"11q",35.22,0,0,100
"12q",33.38,0,0,99.97
"13q",100,0,0,0
"14q",98.92,0,0,0
"15q",99.79,0,0,7.26
"16q",100,0,0,0
"17q",0,0,0,100
"18q",99.99,0,0,0
"19q",99.97,0,0,0
"20q",98.97,0,0,0
"21q",98.82,0,0,0
"22q",33.69,0,0,90.83
"Yq",100,0,0,0
"Xq",99.69,0,1.05,0
