"","GAIN","AMPLI","LOSS","LOH"
"1p",0.17,0,0,3.12
"2p",0.07,0,0,0
"3p",100,0,0,2.8
"4p",98.74,0,0,0
"5p",19.39,0,68.35,0
"6p",0,0,0.45,0
"7p",0,0,99.67,0
"8p",0.66,0,6.06,19.67
"9p",0,0,54.06,19.23
"10p",0,0,0,6.89
"11p",1.78,0,0,0
"12p",0,0,0,0
"16p",0.14,0,0,23.66
"17p",0,0,0,85.82
"18p",0,0,0,0
"19p",0,0,49.74,44.97
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",21.94,0,0,0
"1q",0,0,0,0
"2q",23.56,0,0,1.93
"3q",99.94,0,0,3.03
"4q",3.66,0,11.93,17.25
"5q",0,0,0,24.4
"6q",0,0,0,0
"7q",0,0,0,0
"8q",1.93,0,0,2.73
"9q",0,0,0,0
"10q",2.39,0,0,0
"11q",0,0,0.28,0
"12q",18.94,0,0,0
"13q",0,0,1.94,0
"14q",0,0,86.55,4.95
"15q",0,0,0,0
"16q",0,0,0,0
"17q",0.56,0,0,0
"18q",0,0,0,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",3.44,0,0,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",7.35,0,0,0
