"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,2.65
"2p",0,0,0,0
"3p",0,0,0,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0,0
"7p",0,0,0,0
"8p",41.22,0,0,0
"9p",0,0,0,0
"10p",0,0,0,0
"11p",0,0,0,6.88
"12p",0,0,0,0
"16p",0,0,0,9.42
"17p",2.13,0,0,12.22
"18p",0,0,0,0
"19p",0,0,0,0
"20p",42.35,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,20.43
"1q",0,0,0,11.4
"2q",0,0,0,1.95
"3q",53.28,0,33.94,0
"4q",0,0,0,2.08
"5q",0.78,0,0,2.37
"6q",0,0,0,0
"7q",24.41,0,0,0
"8q",63.86,0,0,3.32
"9q",0,0,6.01,0
"10q",0,0,0,0
"11q",81.69,0,0,0
"12q",0,0,0,0
"13q",0,0,0,0
"14q",0,0,0,0
"15q",0,0,0,0
"16q",0,0,0,6.48
"17q",3.09,0,0,9.06
"18q",0,0,0,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",0,0,0,0
"22q",23.18,0,0,0
"Yq",0,0,0,0
"Xq",40.87,0,0,14.45
