"","GAIN","AMPLI","LOSS","LOH"
"1p",100,0,0,0
"2p",0,0,0,0
"3p",18.2,0,0,6.92
"4p",0,0,0,0
"5p",99.94,0,0,0
"6p",10.27,0,0,0
"7p",56.77,0,0,0
"8p",0,0,0,0
"9p",13.14,0,0,0
"10p",0,0,100,8.9
"11p",9.51,0,94.92,0
"12p",0,0,0,0
"16p",46.36,0,69.74,0
"17p",0,0,0,99.89
"18p",0,0,100,0
"19p",0,0,33.34,0
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",3.17,0,0,8.66
"1q",100,0,0,0
"2q",0.9,0,0.21,2.27
"3q",0,0,0,0
"4q",2.79,0,0,0
"5q",100,0,0,0
"6q",0,0,0,0
"7q",68.1,0,0,0
"8q",0.39,0,0,0
"9q",3.23,0,0,0
"10q",0,0,3.76,20.46
"11q",1.07,0,96.86,0
"12q",0.33,0,0.92,0
"13q",0.36,0,100,0
"14q",0.37,0,0.55,0
"15q",1.68,0,0,0
"16q",2.33,0,97.64,0
"17q",58.93,0,0,94.21
"18q",0,0,99.99,0
"19q",46.52,0,40.95,0
"20q",100,0,0,0
"21q",0,0,1.28,0
"22q",0,0,100,0
"Yq",0,0,0,0
"Xq",12.59,0,0,46.51
