"","GAIN","AMPLI","LOSS","LOH"
"1p",4.06,0,2.13,0
"2p",14.58,0,0,0
"3p",20.64,0,0,3.03
"4p",0,0,0,0
"5p",0,0,5.45,0
"6p",32.39,0,0.92,0
"7p",0,0,4.98,0
"8p",0,0,99.61,0
"9p",14.02,0,0,5.55
"10p",77.32,0,17.71,0
"11p",0,0,3.87,0
"12p",9.22,0,88.78,0
"16p",100,0,0,8.41
"17p",0,0,99.89,0
"18p",0,0,0,0
"19p",100,0,0,0
"20p",0,0,97.28,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,100,0
"1q",94.09,0,2.41,3.24
"2q",7.46,0,10,2.02
"3q",40.25,0,0,0
"4q",3.78,0,4.66,0
"5q",5.34,0,0,0
"6q",4.61,0,4.55,0
"7q",4.12,0,4.3,2.94
"8q",99.51,0,0,2.73
"9q",17.49,0,2.26,0
"10q",54.74,0,7.06,42.72
"11q",5.41,0,19.81,16.99
"12q",14.13,0,1.49,0
"13q",0,0,23.68,0
"14q",22.75,0,0.1,0
"15q",1.22,0,51.47,0
"16q",0,0,95.19,0
"17q",10.55,0,0,0
"18q",0,0,0,0
"19q",99.1,0,0,0
"20q",0,0,0,0
"21q",15.28,0,8.8,0
"22q",0,0,99.97,0
"Yq",0,0,0,0
"Xq",0,0,83.75,15.95
