"","GAIN","AMPLI","LOSS","LOH"
"1p",15.18,0,1.89,22.43
"2p",0,0,0,0
"3p",0,0,0.21,3.12
"4p",0.1,0,78.68,0
"5p",3.1,0,20.58,0
"6p",26.23,0,0,0
"7p",89.08,0,0,0
"8p",85.34,0,0.61,0
"9p",89.18,0,1.39,0
"10p",89.17,0,0,0
"11p",0,0,0,6.99
"12p",93.28,0,0,0
"16p",1.98,0,60.06,9.47
"17p",0,0,0,93.44
"18p",62.19,0,0,36.65
"19p",7.48,0,8.67,32
"20p",2.13,0,86.62,0
"21p",0,0,85.12,0
"Yp",0,0,99.93,0
"Xp",4.39,0,0,0
"1q",57.33,0,13.45,0
"2q",0,0,0,0
"3q",0,0,0,0
"4q",0,0,99.61,0
"5q",0,0,87.85,0
"6q",93.47,0,0,0
"7q",90.27,0,0,0
"8q",93.72,0,0,0
"9q",98.32,0,0,0
"10q",5.69,0,70.31,3.06
"11q",0,0,0,0
"12q",0,0,0.11,0
"13q",0.92,0,1.77,0
"14q",59.39,0,31.31,0
"15q",0.64,0,0,3.47
"16q",0,0,0,0
"17q",4.41,0,1.46,0
"18q",1.69,0,91.69,0
"19q",9.02,0,0,89.72
"20q",28.33,0,0,0
"21q",0,0,83,10.65
"22q",0,0,0.12,75.09
"Yq",0,0,100,0
"Xq",4.01,0,0,0
