"","GAIN","AMPLI","LOSS","LOH"
"1p",2.33,0,0,3.06
"2p",2.49,0,0,4.41
"3p",18.84,0,0,2.9
"4p",0,0,0.95,0
"5p",0,0,0,0
"6p",0.66,0,0.54,54.5
"7p",0.55,0,0.55,0
"8p",0.82,0,3.95,6.01
"9p",0,0,0,6.54
"10p",0,0,1.92,0
"11p",0,0,0,4.92
"12p",5.74,0,1.4,0
"16p",5.26,0,0,9.49
"17p",0,0,0,0
"18p",0,0,9.44,0
"19p",76.58,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0.67,0,0,0
"1q",0,0,0.67,3.6
"2q",0.24,0,0.33,15.04
"3q",0,0,0,0
"4q",0,0,0,3.34
"5q",0,0,0.67,2.05
"6q",0,0,0,2.76
"7q",0,0,0,3
"8q",19.42,0,0.88,0
"9q",5.84,0,0,93.92
"10q",0,0,9.74,9.01
"11q",0,0,0,0
"12q",0,0,0.33,3.95
"13q",0,0,0,5.63
"14q",0,0,0.63,3.16
"15q",4.42,0,21.07,11.4
"16q",2.72,0,0,0
"17q",0,0,0,0
"18q",0.52,0,1.84,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",0,0,0,0
"22q",0,0,1.25,0
"Yq",0,0,0,0
"Xq",0,0,0,0
