"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,3.84
"2p",0,0,0.93,16.79
"3p",25.51,0,0,3.77
"4p",0.65,0,0,31.9
"5p",0,0,0,0
"6p",54.58,0,0,11.25
"7p",35.22,0,0,0
"8p",3.57,0,0,9.87
"9p",0,0,62.13,0
"10p",0,0,0,0
"11p",2.55,0,0,7.87
"12p",0,0,0,0
"16p",0,0,0,0
"17p",0,0,0,0
"18p",0,0,0,0
"19p",1.25,0,3.99,15.06
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",27.57,0,0,2.93
"2q",0.37,0,0,0
"3q",0,0,0.36,0
"4q",10.04,0,0,11.44
"5q",0.29,0,0,2.65
"6q",0.69,0,0,0
"7q",94.88,0,0,4.94
"8q",99.93,0,0,0
"9q",0.8,0,0,0
"10q",0,0,0,3.65
"11q",0,0,0,3.15
"12q",1.59,0,0,3.25
"13q",0.42,0,0.62,0
"14q",98.92,0,0,0
"15q",0.62,0,0,3.4
"16q",0.85,0,0,12.68
"17q",0,0,17.05,7
"18q",0,0,0,0
"19q",0,0,0,8.05
"20q",0,0,0,0
"21q",0,0,0,0
"22q",57.19,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0,0
