"","GAIN","AMPLI","LOSS","LOH"
"1p",25.31,0,32.14,99.93
"2p",33.81,0,0,0
"3p",2.04,0,96.97,0
"4p",100,0,0,0
"5p",51.06,0,25.54,40.69
"6p",14.19,0,0,100
"7p",10.41,0,4.52,34.95
"8p",0,0,92.8,0
"9p",6.17,0,0,42.9
"10p",0,0,100,41.19
"11p",86.15,0,0,0
"12p",99.7,0,0,0
"16p",2.05,0,0,84.78
"17p",0,0,0,99.89
"18p",100,0,0,0
"19p",32.61,0,100,0
"20p",100,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",96.32,0,0,0
"1q",44.27,0,0,63.45
"2q",99.35,0,11.66,0
"3q",100,0,0,34.18
"4q",99.92,0,5.6,4.86
"5q",2.93,0,0,93.91
"6q",9.84,0,82.15,9.76
"7q",99.23,0,0,0
"8q",0.44,0,3.42,95.45
"9q",1.31,0,0,96.12
"10q",0,0,100,0
"11q",26.94,0,52.55,36.51
"12q",100,0,0,27.11
"13q",0,0,46.25,41.27
"14q",7.32,0,89.56,23.36
"15q",0.56,0,61.92,37.54
"16q",23.96,0,2.2,51.39
"17q",13.56,0,0,100
"18q",53.5,0,0,0
"19q",5.86,0,81.5,0
"20q",100,0,0,0
"21q",100,0,0,0
"22q",3.52,0,94.59,0
"Yq",0,0,0,0
"Xq",21.04,0,0,77.7
