"","GAIN","AMPLI","LOSS","LOH"
"1p",99.93,0,1.68,2.37
"2p",75.04,0,0,24.94
"3p",13.74,0,0,96.54
"4p",0,0,0,0
"5p",99.94,0,0,0
"6p",98.56,0,0,0
"7p",15.28,0,0,0
"8p",0.73,0,1.49,97.58
"9p",95.1,0,0,0
"10p",100,0,0,100
"11p",24.15,0,0,9.7
"12p",15.25,0,0,99.63
"16p",90.58,0,0,10.98
"17p",63.81,0,61.74,64.77
"18p",26.17,0,0,99.9
"19p",78.49,0,0,100
"20p",100,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",99.91,0,0,0
"1q",0.33,0,0,0
"2q",100,0,0.63,0
"3q",78.26,0,0,100
"4q",0,0,0,0
"5q",100,0,0,0
"6q",100,0,0,0
"7q",0,0,7.37,97.36
"8q",0.81,0,0,0
"9q",22.74,0,0.59,0
"10q",63.26,0,3.83,99.99
"11q",100,0,0,0
"12q",6.35,0,1.1,93.45
"13q",38.04,0,0,35.66
"14q",98.92,0,0,0
"15q",10.59,0,14.86,0
"16q",57.77,0,0.82,0
"17q",100,0,0,5.24
"18q",0,0,29.28,70.8
"19q",82.9,0,0,52.49
"20q",25.93,0,0,0
"21q",100,0,0,0
"22q",71.03,0,0,0
"Yq",0,0,0,0
"Xq",13.98,0,20.24,75.3
