"","GAIN","AMPLI","LOSS","LOH"
"1p",99.93,0,0,0
"2p",58.37,0,0,0
"3p",28.62,0,7.2,62.34
"4p",99.39,0,0,5.64
"5p",32.75,0,0,8.11
"6p",49.58,0,0,46.12
"7p",2.13,0,0,0
"8p",37.73,0,0,0
"9p",11.83,0,16.5,82.95
"10p",100,0,0,0
"11p",99.25,0,0,6.75
"12p",98.53,0,0,0
"16p",76.69,0,14.78,31.85
"17p",8.43,0,74.71,16.38
"18p",0,0,0,0
"19p",97.69,0,0,0
"20p",60.37,0,0,39.63
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",9.77,0,4.3,0
"1q",79.02,0,0.62,0
"2q",99.99,0,0,1.85
"3q",99.96,0,0,0
"4q",18.25,0,0.24,79.93
"5q",98.44,0,0,0
"6q",99.64,0,0,3.16
"7q",30.24,0,8.05,5.77
"8q",5.04,0,0,0
"9q",99.53,0,0,0
"10q",21.61,0,0,0
"11q",97.09,0,0,0
"12q",99.66,0,0,0
"13q",0.28,0,0,0
"14q",0.09,0,0.83,2.9
"15q",98.21,0,0,54.43
"16q",97.61,0,0,0
"17q",98.09,0,0,0
"18q",1.23,0,72.53,25.47
"19q",82.74,0,0,0
"20q",10.04,0,0,0
"21q",10.71,0,28.21,68.69
"22q",0,0,66.84,31.25
"Yq",0,0,0,0
"Xq",99.69,0,0,0
