"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,10.19,0
"2p",0,0,11.48,0
"3p",4.83,0,52.67,0
"4p",0,0,100,0
"5p",0,0,69.1,0
"6p",0,0,0,0
"7p",0,0,80.22,46.21
"8p",40.89,0,0,0
"9p",0,0,62.21,0
"10p",78.87,0,0,0
"11p",0,0,33.37,0
"12p",20.31,0,0,0
"16p",0,0,0,0
"17p",0,0,100,0
"18p",0,0,100,0
"19p",0,0,31.37,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,7.79
"1q",0,0,0,0
"2q",0,0,2.28,0
"3q",53.66,0,0,0
"4q",4.18,0,62.41,16.78
"5q",0,0,48.68,48.08
"6q",0,0,14.68,0
"7q",31.97,0,0,0
"8q",31.13,0,9.75,41.19
"9q",36.05,0,49.18,0
"10q",0,0,6.33,0
"11q",0,0,61.24,0
"12q",9.9,0,38.96,17.18
"13q",59.93,0,0,0
"14q",0,0,0,0
"15q",0,0,0,0
"16q",0,0,73.63,0
"17q",0,0,37.73,84.32
"18q",0,0,99.99,0
"19q",73.32,0,0,0
"20q",55.64,0,0,29.42
"21q",0,0,100,0
"22q",0,0,41.28,18.79
"Yq",0,0,0,0
"Xq",0,0,42.03,0
