"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,16.56,0
"2p",0,0,0.93,0
"3p",2.99,0,81.57,0
"4p",0,0,96.03,0
"5p",1.65,0,0,0
"6p",0,0,70.99,29.34
"7p",0,0,0,0
"8p",0,0,99.62,0
"9p",73.41,0,25.83,0
"10p",1.99,0,97.04,0
"11p",0,0,87.69,0
"12p",15.98,0,62.96,0
"16p",12.43,0,0,0
"17p",4.92,0,89.44,0
"18p",0,0,11.95,94.48
"19p",43.4,0,43.43,0
"20p",0.77,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",92.47,0,0,0
"1q",45.28,0,0,0
"2q",0.7,0,26.61,55.68
"3q",8.94,0,0.79,0
"4q",32.69,0,11.75,0
"5q",11.32,0,0.24,0
"6q",0,0,99.27,0
"7q",0.58,0,0,0
"8q",3.52,0,32.68,0
"9q",0,0,98.32,0
"10q",66.88,0,13.86,55.08
"11q",10.95,0,67.61,0
"12q",2.82,0,17.57,0
"13q",1.73,0,41.33,0
"14q",0.55,0,0.76,0
"15q",2.05,0,95.9,0
"16q",2.7,0,97.24,0
"17q",3.38,0,95.38,0
"18q",0,0,53.06,45.16
"19q",14.95,0,78.48,0
"20q",6.22,0,0,0
"21q",7.23,0,4.28,0
"22q",7.17,0,59.06,29.02
"Yq",0,0,0,0
"Xq",99.23,0,0,0
