"","GAIN","AMPLI","LOSS","LOH"
"1p",0.24,0,34.59,0
"2p",0.26,0,0,0
"3p",0.94,0,0.13,3.06
"4p",0.77,0,0,0
"5p",0.12,0,1.8,0
"6p",0,0,100,0
"7p",97.48,0,0,0
"8p",0,0,99.61,0
"9p",0,0,0,0
"10p",0,0,0.77,0
"11p",0.7,0,0.81,0
"12p",0,0,0,0
"16p",0.68,0,0.18,0
"17p",0,0,97.54,0
"18p",0,0,100,0
"19p",0.67,0,2.77,0
"20p",0,0,0.99,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0.46,0,0,14.6
"1q",0,0,26.87,0
"2q",0,0,0.17,0
"3q",0,0,34.46,0
"4q",0.4,0,0.23,0
"5q",0,0,0,84.1
"6q",0,0,100,0
"7q",99.24,0,0,2.59
"8q",99.97,0,0,0
"9q",0,0,0.17,0
"10q",1.44,0,0.7,0
"11q",0.11,0,1.03,0
"12q",0.44,0,0.96,0
"13q",0.28,0,0,0
"14q",0,0,0.09,0
"15q",0.11,0,0.98,0
"16q",1.16,0,0.67,0
"17q",0.81,0,1.49,0
"18q",0,0,99.99,0
"19q",1.57,0,1.39,0
"20q",2.52,0,1.59,0
"21q",3.13,0,0.56,0
"22q",0,0,100,0
"Yq",0,0,0,0
"Xq",0,0,97.49,0
