"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,0
"2p",0,0,0,0
"3p",13.61,0,0,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0,5.33
"7p",18.06,0,0,0
"8p",9.6,0,0,78.81
"9p",0,0,63.92,17.77
"10p",0,0,0,0
"11p",54.21,0,0,7.55
"12p",0,0,0,0
"16p",57.48,0,0,15.8
"17p",0,0,0,99.89
"18p",0,0,0,0
"19p",23.18,0,0,34.66
"20p",80.66,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",37.3,0,0,0
"2q",0,0,0,0
"3q",0,0,0,0
"4q",0,0,0,0
"5q",14.67,0,0,0
"6q",12.83,0,36.82,0
"7q",11.98,0,0,0
"8q",99.44,0,0,0
"9q",0,0,0,0
"10q",0,0,95.51,0
"11q",19.72,0,15.07,31.18
"12q",0,0,0,0
"13q",0,0,0,0
"14q",21.83,0,0,73.1
"15q",0,0,0,0
"16q",48.13,0,0,0
"17q",40.15,0,0,50.89
"18q",0,0,0,0
"19q",33.24,0,0,0
"20q",98.65,0,0,0
"21q",88.46,0,0,0
"22q",11.03,0,0,0
"Yq",0,0,0,0
"Xq",23.56,0,0,5.35
