"","GAIN","AMPLI","LOSS","LOH"
"1p",98.54,0,0,2.32
"2p",98.05,0,0,0
"3p",0.75,0,8.88,100
"4p",43.01,0,0,100
"5p",99.94,0,0,0
"6p",98.32,0,0.69,44.94
"7p",0,0,0,0
"8p",96.68,0,1.66,97.08
"9p",0,0,2.86,82.95
"10p",19.38,0,0,64.16
"11p",5.45,0,0.75,94.75
"12p",95.83,0,1.47,0
"16p",99.97,0,0,10.26
"17p",99.96,0,0,92.1
"18p",40.33,0,0,0
"19p",81.96,0,0,18.38
"20p",41.95,0,0,57.66
"21p",85.12,0,0,0
"Yp",99.57,0,0,0
"Xp",8.65,0,1.64,99.81
"1q",68.91,0,0.26,0
"2q",73.98,0,0.71,18.95
"3q",39.36,0,0,0
"4q",97.79,0,0,0
"5q",3.92,0,0.53,94.98
"6q",5.71,0,0.42,94.36
"7q",99.4,0,0.37,0
"8q",20.71,0,0.6,0
"9q",0,0,0,96.12
"10q",61.67,0,0.61,3.18
"11q",18.15,0,0.93,75.54
"12q",98.82,0,0,11.31
"13q",0,0,0,100
"14q",98.91,0,0,96.84
"15q",58.08,0,0.12,40.71
"16q",99.79,0,0,0
"17q",97.57,0,0,0
"18q",42.04,0,0,58.01
"19q",38.41,0,6.67,0
"20q",100,0,0,0
"21q",9.81,0,0,90.91
"22q",100,0,0,0
"Yq",0,0,0,0
"Xq",92.94,0,0.37,100
