"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,0
"2p",0,0,0,0
"3p",0,0,72.51,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,100,0
"7p",0,0,0,0
"8p",0,0,99.61,0
"9p",0,0,0,47.55
"10p",0,0,0,59.43
"11p",0,0,0,6.88
"12p",0,0,0,0
"16p",0,0,0,0
"17p",0,0,99.89,0
"18p",0,0,0,0
"19p",0,0,100,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,0,3.6
"2q",0,0,0,2.41
"3q",100,0,0,0
"4q",0,0,0,0
"5q",0,0,0,0
"6q",0,0,100,0
"7q",0,0,0,0
"8q",31,0,0,0
"9q",0,0,0,0
"10q",0,0,0,0
"11q",0,0,0,0
"12q",0,0,0,0
"13q",0,0,0,0
"14q",0,0,0,0
"15q",0,0,0,0
"16q",0,0,0,0
"17q",0,0,0,73.59
"18q",11.78,0,36.73,0
"19q",99.97,0,0,0
"20q",0,0,0,0
"21q",0,0,84.05,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0,0
