"","GAIN","AMPLI","LOSS","LOH"
"1p",99.93,0,0,99.93
"2p",100,0,0,0
"3p",87.1,0,0,3.33
"4p",18.6,0,0,86.05
"5p",0,0,0,0
"6p",100,0,0,0
"7p",100,0,0,80.94
"8p",12.7,0,81.4,0
"9p",0,0,0,0
"10p",30.69,0,10.9,58.6
"11p",99.41,0,0,100
"12p",96.24,0,0,35.71
"16p",100,0,0,100
"17p",57.54,0,0,99.89
"18p",100,0,0,0
"19p",46.63,0,0,0
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",97.57,0,0,6.18
"1q",3.47,0,0,0
"2q",100,0,0,0
"3q",97.68,0,0,0
"4q",98.76,0,0,40.14
"5q",0,0,3.05,0
"6q",50.11,0,0,50.25
"7q",100,0,0,97.46
"8q",0,0,0,0
"9q",99.98,0,0,0
"10q",45.03,0,0,49.33
"11q",98.43,0,0,100
"12q",100,0,0,99.97
"13q",0,0,0,0
"14q",98.34,0,0,88.95
"15q",0,0,0,4.13
"16q",96.02,0,0,0
"17q",100,0,0,66.67
"18q",99.99,0,0,0
"19q",99.97,0,0,0
"20q",97.92,0,0,0
"21q",100,0,0,100
"22q",100,0,0,0
"Yq",0,0,0,0
"Xq",97.91,0,0,30.74
