"","GAIN","AMPLI","LOSS","LOH"
"1p",50.16,0,0,0
"2p",78.65,0,0,0
"3p",52.92,0,8.7,46.42
"4p",62.95,0,0,32.47
"5p",6.7,0,0,93.32
"6p",97.33,0,0,0
"7p",12.7,0,0,0
"8p",0,0,56.19,44.12
"9p",73.41,0,0,0
"10p",0,0,92.45,100
"11p",13.45,0,0,86.97
"12p",17.52,0,0,82.24
"16p",73.87,0,0,0
"17p",0,0,0,99.89
"18p",78.14,0,0,0
"19p",19.57,0,0,100
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",99.93,0,0,0
"Xp",26.89,0,0,0
"1q",97.97,0,0,94.42
"2q",28.75,0,0,0
"3q",100,0,0,0
"4q",45.12,0,0,52.73
"5q",32.05,0,0,100
"6q",34.46,0,0,30.03
"7q",88.7,0,11.27,11.86
"8q",5.84,0,40.2,80.15
"9q",7.28,0,0,96.12
"10q",0,0,8.04,99.99
"11q",58.31,0,0,42.04
"12q",100,0,0,0
"13q",100,0,0,0
"14q",47.09,0,0,50.51
"15q",66.45,0,0,0
"16q",47.94,0,0,0
"17q",100,0,0,0
"18q",17.12,0,80.02,0
"19q",85.54,0,0,0
"20q",93.01,0,0,40.81
"21q",100,0,0,0
"22q",98.35,0,0,0
"Yq",100,0,0,0
"Xq",99.69,0,0,0
