"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,3.1
"2p",0,0,0,3.26
"3p",0,0,0,3.4
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0,10.9
"7p",99.21,0,0,0
"8p",0,0,0,7.81
"9p",0,0,95.1,0
"10p",0,0,0,0
"11p",0,0,0,6.79
"12p",0,0,0,0
"16p",0,0,0,0
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",50.68,0,0,82.7
"2q",0,0,0,0
"3q",0,0,0,0
"4q",45.4,0,0,28.78
"5q",0,0,0,0
"6q",0,0,73.77,0
"7q",96.86,0,0,4.09
"8q",0,0,0,0
"9q",0,0,0,0
"10q",0,0,0,3.42
"11q",0,0,22.72,0
"12q",0,0,0,0
"13q",0,0,100,0
"14q",0,0,0,0
"15q",0,0,0,0
"16q",0,0,100,0
"17q",0,0,0,0
"18q",0,0,0,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",0,0,0,62.1
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0,0
