"","GAIN","AMPLI","LOSS","LOH"
"1p",4.43,0,15.29,99.69
"2p",87.35,0,0,0
"3p",6.88,0,0,97.56
"4p",3.15,0,0,5.51
"5p",36.82,0,0,0
"6p",99.95,0,0,6.3
"7p",2.18,0,0,0
"8p",26.01,0,16.77,70.34
"9p",95.1,0,0,0
"10p",76.98,0,7.76,30.5
"11p",6.98,0,0,100
"12p",29.76,0,0,0
"16p",9.87,0,19.03,100
"17p",0,0,48.82,50.99
"18p",21.17,0,0,0
"19p",41.9,0,30.95,0
"20p",57.65,0,0,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",16.22,0,78.47,13.72
"1q",97.42,0,0,95.02
"2q",91.98,0,0,0
"3q",31.71,0,0.26,35.67
"4q",35.12,0,12.17,9.83
"5q",5.48,0,0.74,2.52
"6q",99.22,0,0,3.94
"7q",79.34,0,2.07,8.59
"8q",78.21,0,0,4.73
"9q",1.36,0,4.41,96.12
"10q",94.67,0,0,38.85
"11q",81.13,0,0,98.21
"12q",95.62,0,0,9.5
"13q",97.85,0,0,6.45
"14q",28.34,0,2.46,98.92
"15q",16.18,0,0.15,4.65
"16q",9.34,0,0.39,100
"17q",5.87,0,1.53,93.98
"18q",0,0,0.49,4.24
"19q",99.89,0,0,0
"20q",33.39,0,0,19.73
"21q",6.87,0,54.15,45.85
"22q",45.11,0,0,58.47
"Yq",0,0,0,0
"Xq",2.11,0,0,100
