"","GAIN","AMPLI","LOSS","LOH"
"1p",85.54,0,0,0
"2p",99.96,0,0,0
"3p",0.04,0,0.48,100
"4p",0,0,0,100
"5p",40.61,0,0,57.83
"6p",97.98,0,0,0
"7p",99.97,0,0,0
"8p",0,0,4.3,97.08
"9p",33.52,0,63.52,19.29
"10p",14.47,0,0,0
"11p",20.23,0,0,81.47
"12p",98.85,0,0,0
"16p",0,0,0,100
"17p",0,0,0,99.89
"18p",0,0,0,99.9
"19p",1.47,0,0,100
"20p",95.91,0,2.23,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",50.64,0,0,49.19
"1q",98.42,0,0.77,0
"2q",79.96,0,0,24.24
"3q",90.77,0,0.28,0
"4q",0,0,1.07,99.92
"5q",0.46,0,23.58,75.59
"6q",95.62,0,0,0
"7q",71.8,0,16.56,83.18
"8q",91.87,0,0,7.18
"9q",82.88,0,0,96.12
"10q",1.1,0,1.74,0
"11q",37.48,0,0,31.82
"12q",99.91,0,0,0
"13q",30.83,0,0,70.39
"14q",0,0,0,98.92
"15q",0,0,0,96.65
"16q",0,0,0,100
"17q",24.08,0,0.47,0
"18q",0,0,32.57,67.53
"19q",99.04,0,0,0
"20q",99.94,0,0,0
"21q",0,0,15.76,100
"22q",7.38,0,0.57,100
"Yq",0,0,0,0
"Xq",97.1,0,0,0
