"","GAIN","AMPLI","LOSS","LOH"
"1p",30.57,0,99.93,0
"2p",0,0,0,0
"3p",77.12,0,0,0
"4p",0,0,0,0
"5p",36.86,0,0,0
"6p",0,0,97.45,0
"7p",5.63,0,0,0
"8p",0,0,0,0
"9p",0,0,0,0
"10p",0,0,94.83,0
"11p",8.54,0,0,0
"12p",15.32,0,0,0
"16p",17.35,0,89.39,0
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",23.01,0,84.69,23.19
"2q",12.32,0,0,0
"3q",3.46,0,0,0
"4q",0,0,0,0
"5q",0,0,0,0
"6q",4.83,0,96.53,0
"7q",42.74,0,0,0
"8q",19.56,0,0,0
"9q",0,0,0,0
"10q",3.92,0,84.95,0
"11q",5.87,0,0,11.73
"12q",79.88,0,0,0
"13q",4.67,0,83.17,0
"14q",0,0,60.11,33.5
"15q",5.61,0,94.14,0
"16q",0,0,95.4,0
"17q",31.14,0,0,0
"18q",5.21,0,0,0
"19q",12.34,0,0,0
"20q",12.5,0,0,9.37
"21q",0,0,100,0
"22q",0,0,80.94,0
"Yq",22.26,0,0,0
"Xq",23.33,0,0,0
