"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,17.05,66.33
"2p",61.32,0,0,6.85
"3p",0,0,65.69,33.28
"4p",0,0,96.26,0
"5p",99.94,0,0,0
"6p",0,0,0,0
"7p",0,0,0,13.52
"8p",0,0,0,0
"9p",0,0,44.48,35.56
"10p",0,0,0,0
"11p",92.14,0,0,11.97
"12p",0,0,0,17.6
"16p",0,0,91.09,0
"17p",0,0,99.89,0
"18p",23.93,0,76.01,0
"19p",0,0,100,0
"20p",0,0,0,88.58
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",100,0,0,0
"1q",45.31,0,0,0
"2q",100,0,0,0
"3q",61.73,0,0,0
"4q",17.75,0,0,0
"5q",0,0,96.7,0
"6q",0,0,99.56,0
"7q",0,0,46.78,11.87
"8q",29.83,0,0,0
"9q",0,0,58.58,41.4
"10q",22.9,0,0,5.71
"11q",100,0,0,0
"12q",0,0,0,0
"13q",0,0,100,0
"14q",14.73,0,0,5.1
"15q",0,0,0,6.36
"16q",7.36,0,33.74,0
"17q",0,0,0,0
"18q",5.44,0,94.5,0
"19q",30.07,0,0,0
"20q",97.18,0,0,0
"21q",12.81,0,0,0
"22q",0,0,0,47.55
"Yq",0,0,0,0
"Xq",100,0,0,0
